id	name	estdate	icon	score	about	factions_id
1448	House-Thuum	2017-12-01	AQ4OBAAwPzwAAAABmfZkJm+ZgZn2ZCZvmYGZ9mQmb5mD/6/8JmWZgZteZCbluYG7XuQu5buAAAAA	0	Stay Classy	
1449	noThanxs	2017-12-05	AQ4OBAAwDAdVKr//86v/3z///VBb/9VNV/10X1zfzX8NfPAB9UAXX9RVV33FVfX8//9Xyr/1Vqv/	0	ichizoku wa orokadesu	
1450	Naruto-SD	2017-12-06	AQ4OBAAHACpVVVVVVVVVX/wAVf8/9V/P/1XzwDVc8/xVzzzFUPw8VQP/NVAPz1UDA/VVVVVVVVVV	0	NSD	
1451	NoobKillers	2017-12-07	AQ4OBAAVLA8AAAABE/xUFD/BQQTxBAFQVAPF9Tw/Nc/D81z8PF9TwBUFQBBPEEFD/BQVP8VAAAAA	0	Death To The Noobs	
1452	TheSiege	2017-12-09	AQ4OBAAqEBRVVVVX6Va9X6WvVX6r1WX69ZaX/Wl6VVrX6lq9b6qvlr//6WlfVpZdV1lX9f1VVVVV	0	Thunder up	
1453	TheHorde	2017-12-09	AQ4OBAAwADCqq6qqrv7qq///qq6q6q+pq+vqVq+ulVrqela2qmmuqqmrqqqauqqpq6qqWpaqqamq	0	FOR THE HORDE	
1454	Celestials	2017-12-11	AQ4OBAA/MAKJ6rYi5624vn/b5pqqadaqqXvoAL6ugAOq6AA6voAL7Wqql2mqppvn/b4uetuInqti	0	Rulers of Galcon	
1455	Balance	2017-12-17	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	we kill the best player	
1456	ViS	2017-12-19	AQ4OBAAwDAcAAAAAAAAAAAAAAABQAAAVQAAFBQABQBQAUFBQFBVBQQUFBAFAFABQAFAUAAFAAAAA	0	Alles Erlaubt	
1457	sltan19955	2017-12-19	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	sltan1995	
1458	Renegade	2017-12-23	AQ4OBAAgND4AAAAAADAAAAMAAADgAAAOMAADrgAAqqwAOqqgAemoABpakABlZAABVQAAAAAAAAAA	0		
1459	ADMIN	2017-12-29	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	adm	
1460	SuiGeneris	2017-12-29	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	A class of its own.	
1461	SouthNova	2017-12-30	AQ4OBAAwDAf///9f///V///1X//9V///Vf//1X//9V///Vf//1X//9V///Vf//1X//9V///1f///	0	Bugaboos4Life	
1462	DeadlySins	2017-12-31	AQ4OBAAwPwAAAAAACEAACBUiAAc0AABESACFFCADRHAA0AHADQAcA9UV8D1EXwPQAfD9ER/DAAAA	0	7 Deadly sins all in 1	
1463	friends	2018-01-01	AQ4OBAA/KgCqqqqqq/+qqtVeqrVVeqrX96qteuqq1/qqrVXqqtVXqq1/eq/XrqtVeqq1V6qqqqqq	0	who kills get killed	
1464	GoNG	2018-01-02	AQ4OBAAwPAgAarAAFqvABUA/AVCg/FRqs/UGqw9Rarz1FqvPUGqw9UarPxUKD8BUA/ABarwABqsA	0	Echoes Across the Galaxy	
1465	BloodLust	2018-01-02	AQ4OBAAwAD9VVVVUAAABQwoMFD6rwU86zxTwoPFDiiwUDqsBQOqwFBOsQUVPFRREARFABQAVVVVV	0	Always Hungry	
1466	Aura	2018-01-03	AQ4OBAAwDAcAAAACKgqIAIggAogiKAiIIgAiCIAggiCAgIAgIqCogCIIgCKKKICCCCAiCgiAAAAA	0	Get It Lit	
1467	ORGANIZATION	2018-01-12	AQ4OBAAAMD8AAAADAqgMMppow8KoPD8FD8P8U/w/8P/D/1/8P9B/w/1X/D9aX8MWqUwxqqTAGqpA	0	Organization Baby	
1468	Terminators	2018-01-13	AQ4OBAA/FTAAVVAAFVVAAVVUAFpaUARlkQBBBBAExjEAWYZQAWCUABZZQABFEAAGCQAARRAAAQQA	0	Join or die	
1469	Gamaray	2018-01-13	AQ4OBAAwDAeqqqqqgAACoAAAqgqqqqCqqqoKgAqgoCAqCgqCoKqoKgqqgqCqqCoAAAKqAAAqqqqq	0	Gamaray	
1470	hydrogen	2018-01-14	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	eek	
1471	Tilla_Empire	2018-01-14	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Win or die never lose	
1472	TinyFeet	2018-01-14	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	But leave big step!	
1473	POCKOCMOC	2018-01-15	AQ4OBAAwBz////////////////////////qqqqqqqqqqqqqqqqqqpVVVVVVVVVVVVVVVVVVVVVVV	0	the first	
1474	AcTiveElite	2018-01-16	AQ4OBAAVDioAAAAARFEQEAAAQSoKhBKAKEFAABQ1BQXA0QRwA8U8AD9fwA913wD1VfAD0HwAAAAA	0	All Stand None Fall	
1475	JigabooIsWho	2018-01-20	AQ4OBAAxDA///VVfMwRFzMARHzAARcwHAR8BjAXAYjAUDIkDUDJA9EDQM1EADPREAzNREMz1VX//	0	spear chuckers anonymous	
1476	TheWarLords	2018-01-20	AQ4OBAABKgNVVVVVBAEFQAIAFAC4AUANwBUAqAVA6qwU6rqtSo/KlIDsCUA6sAQCAgFQuLhVVVVV	0	Play and be the best	
1477	Ultima	2018-01-23	AQ4OBAArPj6q6urqra2uqenp6l5eXpbW1umtra6p6enqXl5eltbW6a2trqnp6epeXl6W1tbqrq6u	0	Ultima-no recruitment	
1478	senjue	2018-01-27	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	power	
1479	Poker.	2018-01-30	AQ4OBAA/MANRVVRURVURERVEREVVEVFqlFVaqlVVq/VVWr9VVf/1VRf9RURVURERVEREVVEVFVVF	0		
1480	Fire_Island	2018-01-31	AQ4OBAA/AAKmqpqqWqWqqWlqqqqqqqaqpqpmpmqmWWaqWqlqqmpqqqmaqqqZqqvqar66u6rr/7/+	0	Everything Burns	
1481	Paradox	2018-02-03	AQ4OBAAGGxoAAAAAAAAAFAABQFAAUAFAFAKFBSgKFUoAKFKAAKCgAAKoAAAKAAAAAAAAAAAAAAAA	0	Here's Johnny!	
1482	Galcon_Noobs	2018-02-04	AQ4OBAAUKB8AAAAAVUCAFAQuAQAAgBBAAAEFQAAQBgKBQGgIBVaggAAiiAACCoAgICgLgoCAAAAA	0	Join StarFighters Clan!	
1483	Rise	2018-02-05	AQ4OBAAgIz8AAAAADAKCP48Hgh5Ezg6vdEN0HPDJzT5TTv4ADTX1wM884DGcc4BzBywhDxGAAAAA	0	Rise to the occasion	
1484	Guac-Galaxy	2018-02-08	AQ4OBAAYDCQAAAAAAFAAABpAAAapAAGqpABq+pAGv+kAa/6QBq+pAGqqkAGqpAAFVQAAAAAAAAAA	0	We rock the guac.	
1485	Kill.friends	2018-02-11	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1486	Cozyees	2018-02-12	AQ4OBAAAFT8AAAAD/q/8P+//w/6v/D/A/8P8z/w/wP/D+r/8P/v/w/+r/D/ff8P9V/w/9f/AAAAA	0	Stay Cozy	
1487	TMR	2018-02-13	AQ4OBAA/ATC////u/w/7+/D+/+8Pv/+w7//+C//ACgA8AKAD/+C///sO//7w+/+/D+/v8P+7///+	0	The.Mimic.Republic.	
1488	SpearOfAdun	2018-02-15	AQ4OBAAwDAf///////////r///6r//+lr//pVr/6VVr/lVVv/pVr/+lWv/6Va//pVr/+lWv/6Va/	0		
1489	serious	2018-02-17	AQ4OBAADID+qqqqJZqv9nuv72qvq3Z7qt9q6rXWrq1da6tXVrrVdW+1XebtX1Vvf13m/1WaRVVVV	0	get serious and get GA!!	
1490	Wolf_Habitat	2018-02-17	AQ4OBAAvAACqqqqqmqn7qWpfqqqv/r6qr+vmpv6uWW+qqqr7qqqq+qqqr6qmq/qqq/+qqr/6qqv/	0	Vibranium Eyes	
1491	Defiance	2018-02-18	AQ4OBAAwDAdVQAVVVEQVVQVRVVAABVUVQFVRVUVVFVRVUVQFVRUEBABFREVAFUQUEVBQBQQVQVQF	0	Slogan	
1492	Loadblowerz	2018-02-20	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	no condoms	
1493	WU-TANG	2018-02-20	AQ4OBAAwDAf////////9////3////df9f9X/X/VX1/1VX1/VVX1Vf9VVX/1XVf/V9X/9f1//3/f/	0	best protect your neck	
1494	NotInAClan	2018-02-21	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1495	iRocket	2018-02-24	AQ4OBAAwAz9VVVVVVVVVVVVVVVUVVVVAVVVT8VVVNRVVU/FVVRcVVVPxVVQABVAAAAAAAAAAAAAA	0	Always Try New Things	
1496	Quantums-	2018-02-25	AQ4OBAA0MQD////+qqqr6qqqvoKoK+gqgr6CqCvqqqq+qAKr6gAKvoCgK+AqgL4Kqgvqqqq/////	0	Big Brain Thoughts	
1497	Pantalones	2018-02-25	AQ4OBAA/DQMAAAAAAAAAAAAAABVQAAFBQAAUFAABVQAAFUAAAUAAABQAAAFAAAAUAAAAAAAAAAAA	0		
1498	DeadCat.	2018-02-25	AQ4OBAA7AD8AAAAAAAAABAABAFQBUARVUQBBVBAFVVUAUFBQB1BdAF1XUAdVXQAVVUAAAAAAAAAA	0	its just a dead cat	
1499	SFucSkers	2018-02-26	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Typcial Epic S- Moves,	
1500	FullForce	2018-03-09	AQ4OBAAkKjwAAAAAACgAAAqgAAKqgAwqqgMwqqgMBqqgAFqqABVqgAVAoAFTAABUzAAVAwAAAAAA	0	Bringing the Bang	
1501	Lost_Nexus	2018-03-10	AQ4OBAAvAQCqqqquqqmqqapqqpamqqlaaqqZZqqppWqqmpaqqapqqpqqqqaqqqqqqqqqqqqqqqqq	0	Hidden Connections	
1502	Andromeda	2018-03-12	AQ4OBAAbCi8AAAAAyMAwMjFUwIxAEAgTDECByjAIxsjDI5MgDKNCATDEIAQBMgMVTIwMAyMAAAAA	0	The Galcon Galaxy	
1503	Theforge	2018-03-12	AQ4OBAAACj/////+b1+b1ZplfnZ52/m15v9tV5/bWlZ9laXn9tV5/5teb+dtnb1Zplfm9fm/////	0	forge a better community	
1504	Dehaut	2018-03-16	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1505	OiFkOffFgt	2018-03-17	AQ4OBAAwDAdVYL/1VAv/VUi/9VQD/1VKP/VUo/9VSj/1VID/VACD9UYoP1RAD/VAq/9Var/1Vqv/	0	oi fk off u cunt	
1506	Kotori-	2018-03-18	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	dead to me	
1507	ImYou	2018-03-18	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	ImpressionableYoungsters	
1508	THE_KILERS	2018-03-19	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	jxbdjdk	
1509	GForces	2018-03-19	AQ4OBAAwDAf//////////6Cv//oK//+qr//6qv//qq//+qr//6qv/VqqV9X/9X1f/1f/////////	0	Galconian Forces	
1510	DarkApex	2018-03-20	AQ4OBAAVAD9VVVVVVaVVZVpVlZWlZVZaWVVZ9lVVetVWq/6parrqlVapVVWaZVVlpZVZWlZVVVVV	0	Reach The Top	
1511	Red_Pandas	2018-03-26	AQ4OBAA9FQAAVVAAFVVABVVVAV9fVFX19VVVVVVVVVVVVVVVX1VfVX1X1RX/9UBVVVABVVQABVUA	0	My honour is loyalty	
1512	KhalifahClan	2018-03-27	AQ4OBAAwDD8AAAAAAAAAADMzAAMzMAAzMwADMzADMzMAMzMwAzMzADMzMAPzMwA//zAAAAAAAAAA	0	Allah is the greatest!	
1513	Einheit	2018-03-28	AQ4OBAADBy8AAAAAAAAAAAAAAAAAAAAAAAFCg8AFCg8AFCg8BQoPAUKDwAAAAAAAAAAAAAAAAAAA	0	of Galcon	
1514	Abstract	2018-03-31	AQ4OBAA/CzEAAAAABFEACpV/ArpfvCrr78K6r7xuu77Ru7u0Bu/tAR6+RBR7kUAF5QABBQQAAAAA	0	There's always a path	
1515	pyrofox	2018-04-06	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	420	
1516	Encelado	2018-04-11	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	astronomy power	
1517	BankOfFury	2018-04-17	AQ4OBAAwDAcAAAAAAAAAAAAAgAAACAAAKoAAAgAAqKAACKgAAoA/wqP/AC/1VQPVABAVAAFAAAAA	0	Galcon Financial	
1518	Tilltheend	2018-04-29	AQ4OBAAwDAcVYL/FBAMPQCCANEoKM1EgjPREAzNhIIy2hKMrYSCMtEQDM1EgjPRGCzNBgCwxWAL8	0	We can bring it back	
1519	BrightStars	2018-05-01	AQ4OBAAyIQD////9X///33///V///996v/1e////+v////v//+r1///99///3////ff///X/////	0	We are Undefineable	
1520	TheRedeemed	2018-05-03	AQ4OBAAwDAf//////w//zwAPPQAAB9AKAHxCqBP0KoH/Qqgf8QoE/9AAf/xAE//xBP//xT///w//	0	We are made new	
1521	Moosetachio	2018-05-05	AQ4OBAAwPznAAAAzAAAMMwAMw/MM/AP//AAD/AAAzzAAP//AAMAwACoKgCqqqoCjDKAAP8AAAPAA	0	Yin Moose & Yangoos	
1522	Consulate	2018-05-05	AQ4OBAAVNDhVVVVVQAAVVD/BVQDwBVCAIFQKCgEAgCAAAPAAAD/AAAAAAAVVVQBQUFAVRRVAAFAA	0	-Connect-	
1523	Highlander	2018-05-07	AQ4OBAA/DgYAAAAAPEAED8DAADw8EADPwADAPAA8QMAAwACqAAqqoAKKqgKgoqKqiCqqiqKqoKqq	83	Never Give Up!	973
1524	Logic	2018-05-16	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1525	Nastarama	2018-05-18	AQ4OBAAwDAcAAAAAAAAAAQAEABQAQAFQBAARQEABBAQAEFBAAQFEABAEQAEAVAAQAUAAAAAAAAAA	0	Doombringers	
1526	LOA	2018-05-20	AQ4OBAAcPA8AAAAAAAAAAAUAAABQAA8KDwCgoKAKqqoAulrgC6WuAKqqoAgAAgAAAAAAAAAAAAAA	0	-belief- -hope- -goals-	
1527	ONLYONEWINS	2018-05-24	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	KING OF HILL	
1528	NightLords	2018-05-25	AQ4OBAAwDAcAAAAABVUAAQAEAEQBEAQQQQBEARAUEEFAQAAQBAABAECgEAEFBAAFBQAARRAAAAAA	0	We rule the night!	
1529	Dark_Haven	2018-05-26	AQ4OBAAwDAdQAABVQAAVVQAFVVQBVRVQVUBVVVABVVQABVUAABVAAAFUAAAVQAABVAAAFUAAAVQA	0	We never lose our honor!	
1530	Trollz	2018-05-27	AQ4OBAAHDAdVar/1AAAPQWi/9VaL/1Vov/VWi/9VaL/1Vov/VWi/9VaL/1Vov/VWi/9VYL/1Vqv/	0	making people rage	
1531	sXcidesquad	2018-06-05	AQ4OBAAwDAcAAAABVVVUEP8CQTw8pBMA6EEwCgQT/8BBArwEECvAQQo8BBMDwEE//AQVVVVAAAAA	0	It's suicide time.	
1532	pamen	2018-06-08	AQ4OBAAfDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	welcome too pamen	
1533	Maakabharosa	2018-06-09	AQ4OBAAwDAepalqqVqWqp1pVqn+1Wqf9fWp61/amun9r6pr9rWl/2tWr6a9av5r9aVWr9///////	0	Fly high	
1534	Accession	2018-06-09	AQ4OBAA4MDwAAAAAAAAACAIAgMAwDAcNw0DkdGwO3t7Au++4De3twKe7aAKqqgAAAAAAAAAAAAAA	0	The New Kings of Galcon	
1535	Cant-Type	2018-06-21	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAAACqAAAKCgIAoKIgCqoiqqqiIooKIiigoiKKCqoooKqgCg	0	Phil Please Fix This Bug	
1536	VENDETTA_8	2018-06-26	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	VENDETTA is a VICTORY	
1537	OlderFarts	2018-06-29	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	We eventually die	
1538	CuttingEdge	2018-07-06	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Slice n Dice	
1539	VengaBoys	2018-07-06	AQ4OBAAwDAdVar/1Xqv/V+q/9fb//11uv/fXr/91///3f///d/+/91+r/3V///dWq/91ar/3Vqv/	0	Maehn Aebte Heu?	
1540	Exitium	2018-07-06	AQ4OBAAVMD9QAVBU8HQxPBkjwAdKDEoRBAUgUdB0WkZBkaUdB0UIUBBEoTCh0APIZDxMHQ8VBUAF	0		
1541	Old_Timers	2018-07-07	AQ4OBAAwDAdVar/1Vqv/UWKABRYrz1FivPUWK89RYrz1ACvPUWK89RYrz1FivPUWK89RYoAFVqv/	0	Still Going	
1542	Steam-heat	2018-07-07	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	for new and old	
1543	The_Green	2018-07-10	AQ4OBAAwDAeqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq	0	Keep our swamps clean!	
1544	the-looosers	2018-07-12	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VW6/9Vav/1Vqv/VWq/9Var/1V6v/VWq/9Var/1Vqv/	0	nothing to loose	
1545	CrimSonor	2018-07-17	AQ4OBAA/CSBXf91VdfXVV19dVXWl1VdqnVW/r+Wrqq6luqnlV/r9VXap1VdaXVX19fV9X1ffV/1f	0	The Worst or the best	
1546	yourmoms	2018-07-21	AQ4OBAAwBxEFBQUAUFBQBQUFAFBQUAUFBQBQUFAFBQUAUFBQjw8PKqqqqqqqqqqqqqqvDw+oUFBS	0	this is spartian	
1547	Mangekyo	2018-07-21	AQ4OBAAwEwcAAAAAAAACAAAAIAAAAgBX1SAB/0IAF9QgAf9CAB/0IAF9QgAr6CAAvgIAK+gqqqqq	0	Live in the kaleidoscope	
1548	Tournaments.	2018-07-23	AQ4OBAAwDAcAAAAAAAAA/////ADwAwAPAAAA8AAADwAAAPAAAA8AAADwAAAPAAAA8AAADwAAAPAA	0	name says it all	
1549	The_Nuggets	2018-07-26	AQ4OBAAwJAH/////8BD//AUD/wFQD8BVQDwFVAPAakA8CIgDwKKAPAioA/CAgP/CoD//qr//////	0	Fecopheliacs	
1550	Samwise	2018-07-31	AQ4OBAAAMABVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Eat ass and beat COVID19	
1551	Divination	2018-08-06	AQ4OBAA/CxkAAAAAAAAAAAUAAABQAAAFAAAAUAAABQAAAFAAAAEAAACAAAAKAAAAoAAAAAAAAAAA	0	Not Of This Earth	
1552	Genesis	2018-08-09	AQ4OBAAwDAcAAAAAqqqgKgAKgoAAKCgqqoKCqqgoKAqCgoAoKCqCgoKoKCgAAoKgAKgKqqoAAAAA	0	The beginning of	
1553	the370X_crew	2018-08-10	AQ4OBAAwDAcAAAAQABABAAEAFAAQAVQBAFBUEBQAVUUAAFVAAABUAAAFUAAFBVABQBQAUAFBVAAA	0	The Anodizers of death	
1554	troll	2018-08-13	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	trollmg all day	
1555	TheElites	2018-08-13	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	competition=triangles	
1556	Heaven	2018-08-13	AQ4OBAA8DA////////////////////6/X/6q1X6qqlqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq	0	Legends remain.	
1557	CBA-	2018-08-16	AQ4OBAAwDAf//////////////wD///PP//88///wAAA/Pzzz8/PPPz888/PzwD//////////////	0	Cant Be Bothered	
1558	CLAN_Gamble	2018-08-17	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	ill take your money ;)	
1559	leet	2018-08-21	AQ4OBAAwDAcAAAAAAFAAABBAAAEEAAAFBQAAAQQAABBAAFBQABBAAAEEAAAFAAAAAAAAAAAAAAAA	0	Sunshine & Lollipops	
1560	SpaceForce	2018-08-24	AQ4OBAAwDAcAAAAAAA/8P8P/z/8/APwD8A8AP/D8A//P/D/wP/PwAD8/AADz8Aw/PwD/w/AP8D8A	0	Its Going To Be Yuge!!!	
1561	FIRA	2018-08-26	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Buckle Up!	
1562	darth	2018-09-03	AQ4OBAAwFT+mmpppllZZqpmaqqaaaqmhKapo3KaaPfKWjd3KqPE8qoMDCqj8/KqjzyqqjMqqqgKq	0	we are sith	
1563	COALITION	2018-09-04	AQ4OBAA/OBBVVVVVVQVVUAAAVQqqhVKqoFUoAAVCgAAUKAABUoAAVSqqBVCqqFUAAAVVUFVVVVVV	0	Conquer the universe!	
1564	dreamkiller	2018-09-08	AQ4OBAAwDAfAAAA8AAADwAAAPAAAA8AAADwAAAPAAUA8ABQDwAFAPAAUA8AVVDwBVUPAAUA8ABQD	0	not ya typical fan	
1565	TheCult-	2018-09-11	AQ4OBAAwDAdVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV	0	Come drink the Kool-aid	
1566	BLIZZARD	2018-09-12	AQ4OBAA/AgcMFUMDxSU88EyQ8BSyQBaCpUWIQAVjhUsU4VLJUAEiUVqClAGOFA8GMQ88WFPAwVQw	0	Stay Frosty	
1567	KameHouse	2018-09-15	AQ4OBAAkOg8AAAAAAAAAAAAAAABQAAAVQAAFVQABVVQACqoAAL6gAAqqAACqoDPVVX/1VVX9VVVX	0	TurtleHouse	
1568	DoP	2018-09-16	AQ4OBAAwDD8AAAAD8AAAMMAAAwwAADDAAAPwAAAAPwAAAzAAAD8/wAADDAAAP8AAAwAAADAAAAAA	0	Descendants of Prime	
1569	Retro.Future	2018-09-21	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Go for it	
1570	NS32D220NA18	2018-09-24	AQ4OBAAhMjMD6qpgPqqlACqtoAKqesAL+q8AF6r8BXqv8VKq/VQK/9kAD+VcAA2f8ABW/8AJ//8A	0	Up to no good.	
1571	freeloaders	2018-09-25	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	are u patient enuff?	
1572	BOOMERS	2018-09-27	AQ4OBAAxAwf/////AAAPxVVQPBAAQ8EABDwQAEPBAFA8EFUDwQBUPBAAQ8EABDwQAEP1VVD/////	0	B O O M OR DiE	
1573	O1dfarts	2018-09-28	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	The One True King	
1574	MACHETE	2018-10-02	AQ4OBAAwDAdVQAVVVABVVUAVVVQBVVVVVVVQVBVVAABVQUFFVFVUVVVVRVVaVVVWqVVVapVVVqlV	0	be the best MACHETE ucan	
1575	Greece	2018-10-07	AQ4OBAAGPwb+////71VX/vqqqqr///76qq/vVVeqqqqtVVVXqqqqrVVVV6qqqq1VVVeqqqqqqqqq	0	The Hellenic Republic	
1576	Glitched	2018-10-09	AQ4OBAATFyO515bvnXlvWgAC/0DkKlQqcv/N21VcW+mqi176XPoC9cGcFaQNolrgAC/16W5bXpbn	0	637-61I7CH3D	
1577	OldFartz	2018-10-19	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Beans Make You Fartz	
1578	B.lack	2018-10-24	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
1579	Kings_Landin	2018-10-28	AQ4OBAAAAABVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Dead	
1580	Ramen	2018-11-05	AQ4OBAA/MDwAAAAACqqoAMwAAAzAAADMAAAMwAAVVVVCqqqoFVVVQVVVVAVVVQAVVUAAAAAAAAAA	0	Join the Ramen Cult!	
1581	Acid	2018-11-10	AQ4OBAAzDD9lqWapb/+Wm//+mvr5+r6fV+eZ+p25b5bnm/6euv/52/37/W9vb2a//9mW//ZpmWWq	0	Melt you mind man	
1582	New_Order	2018-11-13	AQ4OBAAwDAf/////9f///X/f/1/1f/X/1f9f9Vf1/X3/V1///Vff//VVf/1/1f9f/1//////////	0	Something new.	
1583	Aznavour	2018-11-14	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	im qajer	
1584	BananaNation	2018-11-14	AQ4OBAA9OweqqqqqqqgqqqoAqqqpaqqqlqqqqWqqqlaqqpVqqqVaqqlWqqFVqqqlaqqqqqqqqqqq	0	In Banana We Trust	
1585	Illumination	2018-12-03	AQ4OBAAhPDAAAAAIAAACgqCoIqKoqC4vi4Li+Lgur6uC///4L///gqv+qAC/4AAL/gAoqqKAAAAA	0	Shining on friends	
